customer_id,first_name,last_name,tiktok_campaign,tiktok_cpa,tiktok_conversion,tiktok_dates,email_campaign,email_cpa,email_conversion,email_dates,customer_segment
253,Jessie,Cuardall,frequency purchase,$4.79,true,05/13/2022,we missed you,$4.74,false,8/21/2022,Weekly
254,Nomi,Camsey,welcome,$3.82,true,12/03/2022,product launch,$6.59,false,4/7/2022,Often
255,Fina,Du Fray,abandoned cart,$0.83,false,01/02/2022,cross product,$7.65,true,7/20/2022,Never
256,Rutledge,Overpool,abandoned cart,$3.49,false,10/02/2022,cross product,$7.27,true,5/22/2022,Often
257,Fitz,Ruthen,welcome,$8.27,false,01/27/2022,we missed you,$1.68,false,5/8/2022,Once
258,Rollo,Gyurko,we missed you,$6.24,true,11/15/2022,abandoned cart,$1.81,true,2/25/2022,Weekly
259,William,Baradel,product launch,$1.88,false,07/25/2022,welcome,$5.83,false,5/1/2022,Daily
260,Myron,Mullender,welcome,$7.89,true,11/18/2022,we missed you,$5.30,false,3/27/2022,Daily
261,Viva,Cornell,we missed you,$4.90,true,01/22/2022,product launch,$1.87,false,6/13/2022,Once
262,Britteny,Petters,cross product,$0.86,true,04/09/2022,welcome,$1.00,false,11/26/2022,Never
263,Gamaliel,Screeton,welcome,$6.07,false,12/03/2022,abandoned cart,$7.32,true,9/26/2022,Often
264,Redford,Rosenshine,frequency purchase,$5.04,true,01/31/2022,frequency purchase,$0.18,false,5/17/2022,Often
265,Dory,Hefferon,product launch,$5.92,false,11/29/2022,product launch,$8.70,true,1/11/2022,Once
266,Alta,Maclaine,we missed you,$1.64,true,04/21/2022,frequency purchase,$6.15,true,1/7/2022,Never
267,Wyatt,Minmagh,abandoned cart,$7.34,true,11/20/2022,welcome,$7.80,true,8/2/2022,Often
268,Maurene,Wrigley,we missed you,$2.09,true,07/23/2022,abandoned cart,$9.82,false,5/14/2022,Yearly
269,Dewain,Karslake,cross product,$0.31,true,10/09/2022,welcome,$5.77,false,7/30/2022,Often
270,De,Blenkin,product launch,$1.66,false,03/04/2022,we missed you,$5.95,false,5/7/2022,Often
271,Seumas,Sperring,we missed you,$3.96,false,02/24/2022,product launch,$7.65,false,7/6/2022,Once
272,Sherlocke,Wilkes,welcome,$4.29,true,07/16/2022,frequency purchase,$7.68,false,9/6/2022,Daily
273,Jessika,McGeffen,frequency purchase,$1.14,true,04/16/2022,cross product,$8.91,false,2/9/2022,Weekly
274,Vivien,Hunnam,cross product,$8.01,false,04/07/2022,abandoned cart,$5.34,false,1/11/2022,Weekly
275,Willard,Stitle,abandoned cart,$0.13,true,06/25/2022,frequency purchase,$0.39,false,12/26/2022,Yearly
276,Kirsteni,Fleay,frequency purchase,$9.60,true,08/18/2022,welcome,$6.11,true,3/19/2022,Monthly
277,Fleur,Pumfrett,welcome,$3.36,true,04/22/2022,frequency purchase,$4.50,true,2/24/2022,Daily
278,Pattin,Bainbridge,frequency purchase,$8.94,false,03/01/2022,welcome,$5.17,false,8/6/2022,Yearly
279,Hedy,Housen,frequency purchase,$7.08,true,05/31/2022,cross product,$5.42,false,11/22/2022,Monthly
280,Samuele,Carlucci,abandoned cart,$8.67,false,06/10/2022,abandoned cart,$9.06,false,2/14/2022,Daily
281,Con,Antoniat,welcome,$8.65,false,05/21/2022,frequency purchase,$4.80,false,10/3/2022,Yearly
282,Robert,Heinschke,frequency purchase,$1.03,true,01/29/2022,frequency purchase,$2.34,false,1/26/2022,Weekly
283,Worden,Dinsale,product launch,$2.50,true,11/13/2022,welcome,$7.89,true,7/6/2022,Often
284,Pepe,McConnal,cross product,$6.26,false,07/31/2022,product launch,$2.62,false,3/14/2022,Never
285,Zebadiah,Blitz,we missed you,$6.94,false,10/13/2022,abandoned cart,$9.48,true,9/7/2022,Weekly
286,Geraldine,Bagshawe,cross product,$7.35,true,12/05/2022,product launch,$5.04,false,9/14/2022,Seldom
287,Charlie,Breckon,we missed you,$8.01,true,07/04/2022,frequency purchase,$0.59,true,4/1/2022,Weekly
288,Deloris,Scrannage,welcome,$6.02,false,12/12/2022,cross product,$3.09,true,11/30/2022,Yearly
289,Suzi,Wikey,we missed you,$6.51,false,07/18/2022,cross product,$5.90,true,1/4/2022,Yearly
290,Anne-marie,Eriksson,cross product,$9.54,false,12/01/2022,we missed you,$8.31,false,9/1/2022,Once
291,Kristan,Varty,frequency purchase,$0.27,false,02/05/2022,frequency purchase,$3.86,false,5/1/2022,Daily
292,Valentia,Blackah,we missed you,$1.12,true,04/04/2022,abandoned cart,$1.03,true,8/19/2022,Never
293,Dita,Barthelme,abandoned cart,$1.73,false,05/31/2022,cross product,$1.60,true,10/28/2022,Seldom
294,Rana,Bragginton,abandoned cart,$3.06,false,11/29/2022,we missed you,$1.64,false,12/25/2022,Yearly
295,Herbert,Bamlet,welcome,$1.25,true,04/18/2022,cross product,$4.09,true,4/27/2022,Often
296,Griffie,Bosson,welcome,$5.77,true,09/06/2022,we missed you,$3.59,true,3/9/2022,Monthly
297,Robbie,Yankishin,welcome,$3.00,true,03/14/2022,we missed you,$6.26,false,6/18/2022,Daily
298,Tim,Burnard,cross product,$3.50,false,01/09/2022,we missed you,$3.01,true,7/4/2022,Yearly
299,Tommie,Coneau,abandoned cart,$8.44,true,04/17/2022,product launch,$0.65,true,12/2/2022,Daily
300,Philip,Vernazza,we missed you,$4.61,false,08/08/2022,cross product,$9.97,true,9/23/2022,Yearly
301,Amalle,Rushton,we missed you,$8.88,false,10/25/2022,frequency purchase,$0.84,false,4/23/2022,Never
302,Taber,Vanyakin,abandoned cart,$0.28,true,08/27/2022,product launch,$6.41,true,5/18/2022,Often
303,Dori,Layzell,welcome,$1.60,false,06/02/2022,frequency purchase,$7.48,true,6/17/2022,Weekly
304,Marthe,Larrett,product launch,$8.98,false,11/16/2022,product launch,$7.96,true,11/23/2022,Monthly
305,Bail,Buntin,we missed you,$2.27,true,08/02/2022,we missed you,$6.45,true,7/3/2022,Seldom
306,Luis,McKie,frequency purchase,$3.86,true,04/05/2022,cross product,$2.16,true,12/23/2022,Often
307,Johnathan,Hurtic,welcome,$7.23,true,05/23/2022,product launch,$0.55,true,7/15/2022,Weekly
308,Abbe,Tewkesberry,welcome,$2.87,false,11/06/2022,product launch,$9.46,true,7/24/2022,Once
309,Bernadene,Coomer,welcome,$7.38,true,01/16/2022,cross product,$3.91,false,3/10/2022,Weekly
310,Danyette,Gorini,we missed you,$0.74,false,03/10/2022,welcome,$2.14,true,2/2/2022,Never
311,Stormy,Balaizot,cross product,$3.83,true,10/03/2022,product launch,$4.08,false,3/20/2022,Never
312,Wendi,Roddick,frequency purchase,$5.73,false,09/05/2022,cross product,$7.08,false,2/17/2022,Weekly
313,Gran,Annes,we missed you,$6.49,true,01/18/2022,cross product,$6.24,false,9/25/2022,Weekly
314,Shirley,Millard,cross product,$9.41,true,03/13/2022,frequency purchase,$3.44,true,11/13/2022,Often
315,Arly,Gambrell,frequency purchase,$2.78,false,02/19/2022,frequency purchase,$0.88,false,6/9/2022,Weekly
316,Fiona,Piatek,product launch,$9.22,true,08/09/2022,product launch,$6.06,false,6/21/2022,Often
317,Kaleb,Cusick,welcome,$8.55,true,05/18/2022,frequency purchase,$4.05,false,3/6/2022,Seldom
318,Ced,Butchers,frequency purchase,$2.52,true,10/10/2022,we missed you,$5.98,false,5/27/2022,Daily
319,Raphael,Calleja,abandoned cart,$0.13,false,03/07/2022,cross product,$6.91,false,11/18/2022,Often
320,Bevvy,Coulman,we missed you,$8.24,true,10/31/2022,cross product,$5.43,true,9/12/2022,Often
321,Danyette,Macak,abandoned cart,$6.68,true,10/02/2022,frequency purchase,$1.08,true,10/9/2022,Yearly
322,Aguistin,Worsall,welcome,$2.16,false,05/08/2022,frequency purchase,$3.89,false,5/29/2022,Yearly
323,Denys,Cornes,frequency purchase,$6.62,true,09/17/2022,welcome,$8.48,false,3/20/2022,Yearly
324,Tabbie,Tisun,abandoned cart,$5.46,true,09/01/2022,product launch,$4.98,false,1/9/2022,Monthly
325,Esdras,Insole,welcome,$7.80,false,09/11/2022,product launch,$0.16,true,5/5/2022,Daily
326,Ellsworth,Keerl,product launch,$2.60,false,06/22/2022,cross product,$4.33,true,5/13/2022,Once
327,Tedda,Gimblet,abandoned cart,$0.38,false,01/20/2022,we missed you,$5.12,false,10/11/2022,Daily
328,Donaugh,Edy,welcome,$6.24,false,11/27/2022,frequency purchase,$5.95,true,1/12/2022,Once
329,Lynett,Goodenough,welcome,$9.10,true,03/14/2022,frequency purchase,$7.76,false,11/9/2022,Weekly
330,Othelia,Phinnessy,product launch,$7.83,false,05/25/2022,frequency purchase,$3.82,false,1/16/2022,Daily
331,Rubina,Yakuntzov,abandoned cart,$1.61,false,07/23/2022,cross product,$7.25,false,4/19/2022,Monthly
332,Andriana,Cawthery,we missed you,$0.50,true,05/02/2022,abandoned cart,$0.09,false,11/15/2022,Never
333,Shari,Brittin,we missed you,$8.27,true,10/26/2022,welcome,$3.24,false,11/26/2022,Once
334,Kiley,Bett,we missed you,$3.09,true,05/01/2022,cross product,$4.55,false,3/30/2022,Yearly
335,Siffre,Mullineux,frequency purchase,$0.53,false,09/13/2022,frequency purchase,$7.71,false,4/12/2022,Never
336,Elijah,Doull,product launch,$4.53,false,04/13/2022,frequency purchase,$0.38,true,11/21/2022,Yearly
337,Angele,Dove,product launch,$1.15,true,07/20/2022,product launch,$6.85,false,2/5/2022,Monthly
338,Ase,Berthod,product launch,$1.34,false,06/08/2022,product launch,$0.26,true,8/5/2022,Often
339,Jackqueline,Burdfield,frequency purchase,$0.75,true,02/04/2022,we missed you,$9.03,false,9/23/2022,Weekly
340,Jarred,Stonebridge,product launch,$6.33,false,02/06/2022,abandoned cart,$9.75,false,4/24/2022,Weekly
341,Vick,Gounet,frequency purchase,$6.99,false,09/11/2022,frequency purchase,$8.50,true,3/23/2022,Yearly
342,Eliza,Scala,welcome,$4.26,false,02/16/2022,frequency purchase,$9.07,false,11/28/2022,Once
343,Rayna,Humpherson,product launch,$4.70,false,02/26/2022,welcome,$9.20,false,1/20/2022,Weekly
344,Ogdon,Reddoch,we missed you,$2.54,true,11/08/2022,welcome,$4.47,true,10/4/2022,Often
345,Lianne,MacMichael,product launch,$6.42,false,01/27/2022,we missed you,$7.19,false,11/15/2022,Never
346,Arabele,Leavy,product launch,$6.49,false,08/09/2022,product launch,$7.52,false,4/28/2022,Seldom
347,Gunilla,Warner,cross product,$3.57,true,03/28/2022,frequency purchase,$9.36,false,1/28/2022,Often
348,Mireille,Tubridy,frequency purchase,$8.91,true,03/12/2022,welcome,$8.37,false,10/1/2022,Monthly
349,Julie,Rex,product launch,$2.54,false,06/10/2022,product launch,$0.15,true,8/18/2022,Monthly
350,Shannon,Dottridge,welcome,$6.59,true,04/09/2022,cross product,$2.94,true,10/23/2022,Once
351,Kathye,Bimson,welcome,$1.41,true,05/22/2022,welcome,$7.44,true,9/10/2022,Often
352,Claresta,Brunskill,abandoned cart,$1.64,false,11/24/2022,we missed you,$1.68,false,5/12/2022,Daily
353,Skippie,Livsey,cross product,$9.85,false,05/09/2022,abandoned cart,$0.55,false,12/25/2022,Yearly
354,Sheelagh,Loney,cross product,$3.60,false,02/20/2022,product launch,$6.33,true,4/18/2022,Often
355,Ashil,Howbrook,welcome,$5.88,false,04/07/2022,welcome,$6.54,true,8/1/2022,Daily
356,Addy,Cockayne,cross product,$9.64,true,07/24/2022,product launch,$0.19,true,5/7/2022,Often
357,Randi,Farncombe,product launch,$4.09,true,06/02/2022,cross product,$4.86,false,6/27/2022,Weekly
358,Brenna,Kapiloff,frequency purchase,$4.21,true,12/24/2022,product launch,$8.50,true,7/8/2022,Often
359,Rodrick,Gaggen,frequency purchase,$6.66,true,11/04/2022,cross product,$3.94,false,4/10/2022,Weekly
360,Blaine,Rimour,welcome,$3.57,false,07/07/2022,product launch,$7.37,true,12/24/2022,Once
361,Amelia,Klimkiewich,welcome,$6.44,false,05/07/2022,we missed you,$3.98,true,3/26/2022,Often
362,Andy,Cuerdall,frequency purchase,$5.74,true,09/29/2022,frequency purchase,$3.94,false,5/15/2022,Seldom
363,Annice,Kenwrick,cross product,$9.41,true,12/07/2022,frequency purchase,$2.67,false,2/11/2022,Daily
364,Jude,Heckner,frequency purchase,$3.83,true,10/24/2022,welcome,$3.01,true,11/4/2022,Never
365,Igor,Cluff,product launch,$2.65,false,11/01/2022,welcome,$7.94,true,5/20/2022,Often
366,Vergil,Sedwick,welcome,$0.82,true,06/18/2022,product launch,$6.82,true,5/2/2022,Yearly
367,Gabie,MacDermott,frequency purchase,$1.00,false,08/13/2022,we missed you,$3.99,true,5/8/2022,Daily
368,Marylou,Harsant,welcome,$9.91,true,10/23/2022,cross product,$3.49,true,7/28/2022,Once
369,Sam,Mayston,product launch,$7.66,true,05/11/2022,cross product,$3.22,true,7/3/2022,Weekly
370,Fanny,Grzelewski,cross product,$0.19,true,05/16/2022,cross product,$9.68,false,8/4/2022,Weekly
371,Simona,Catteroll,product launch,$2.45,false,09/18/2022,welcome,$6.41,false,8/27/2022,Often
372,Zenia,Arlidge,welcome,$4.89,true,04/27/2022,abandoned cart,$3.41,true,11/7/2022,Monthly
373,Quintus,Frackiewicz,frequency purchase,$2.85,false,12/03/2022,cross product,$1.71,false,9/24/2022,Monthly
374,Merv,Comsty,product launch,$2.08,true,01/30/2022,we missed you,$3.71,true,8/5/2022,Daily
375,Toddy,Elbourn,product launch,$1.09,true,09/25/2022,product launch,$5.08,false,2/1/2022,Often
376,Yard,Brayn,welcome,$4.02,true,10/18/2022,cross product,$1.71,false,10/12/2022,Once
377,Janean,Bartomieu,we missed you,$7.11,true,10/25/2022,abandoned cart,$4.37,true,1/26/2022,Once
378,Shannon,Bocking,cross product,$5.10,false,10/01/2022,we missed you,$8.10,true,12/4/2022,Once
379,Traver,Pessolt,frequency purchase,$9.43,true,03/22/2022,welcome,$7.46,false,5/31/2022,Never
380,Paige,Haighton,cross product,$3.59,true,03/06/2022,welcome,$2.30,false,8/27/2022,Yearly
381,Kirk,Duguid,cross product,$1.03,true,12/16/2022,we missed you,$0.72,true,9/28/2022,Seldom
382,Sherwin,Houndesome,product launch,$5.38,true,03/22/2022,welcome,$8.71,true,2/4/2022,Once
383,Sissy,Pasque,product launch,$8.76,false,06/03/2022,frequency purchase,$3.59,false,3/8/2022,Daily
384,Duncan,Markovich,we missed you,$0.93,false,05/22/2022,product launch,$4.86,true,4/15/2022,Monthly
385,Kristen,Grimsdith,cross product,$4.43,true,09/16/2022,abandoned cart,$6.65,false,10/24/2022,Never
386,Kippie,Gallymore,welcome,$0.94,true,04/20/2022,frequency purchase,$9.35,true,7/28/2022,Once
387,Pearl,O' Neligan,cross product,$4.53,false,12/09/2022,welcome,$8.01,false,4/19/2022,Once
388,Matty,Trainer,abandoned cart,$5.24,true,05/22/2022,abandoned cart,$3.04,false,5/27/2022,Never
389,Georgy,Lanning,product launch,$0.96,false,11/13/2022,frequency purchase,$7.11,false,4/10/2022,Never
390,Tersina,Ragbourne,we missed you,$9.85,false,11/25/2022,product launch,$3.15,false,12/16/2022,Seldom
391,Sherrie,Langtry,product launch,$7.63,false,12/09/2022,product launch,$5.38,false,3/6/2022,Monthly
392,Vanya,Kopke,welcome,$8.02,false,05/23/2022,we missed you,$2.21,true,8/2/2022,Monthly
393,Camilla,Gliddon,abandoned cart,$0.41,true,12/26/2022,we missed you,$6.99,true,9/29/2022,Monthly
394,Dall,Walsh,product launch,$6.99,true,03/25/2022,product launch,$0.43,true,1/3/2022,Seldom
395,Jerri,Spence,cross product,$3.80,false,03/23/2022,welcome,$2.84,true,10/27/2022,Often
396,Hal,Flukes,abandoned cart,$0.72,true,02/17/2022,we missed you,$0.19,true,3/11/2022,Weekly
397,Manny,Geany,abandoned cart,$7.29,true,05/04/2022,cross product,$9.62,false,3/27/2022,Once
398,Nikolia,MacPhaden,welcome,$0.22,false,12/24/2022,abandoned cart,$4.94,false,6/28/2022,Often
399,Drona,Halfacre,welcome,$4.06,true,02/13/2022,product launch,$9.92,false,6/13/2022,Monthly
400,Livvy,O'Garmen,welcome,$4.13,true,09/28/2022,frequency purchase,$2.05,false,7/11/2022,Yearly
401,Trace,Swatton,cross product,$5.43,true,12/27/2022,product launch,$4.36,true,5/19/2022,Seldom
402,Devin,Monget,cross product,$2.47,false,05/16/2022,abandoned cart,$1.19,false,11/14/2022,Yearly
403,Jonie,Brader,welcome,$4.40,true,02/13/2022,welcome,$9.73,true,9/21/2022,Weekly
404,Astra,Riguard,welcome,$0.63,true,04/30/2022,frequency purchase,$8.65,true,3/31/2022,Often
405,Aline,Gladyer,cross product,$2.15,true,08/04/2022,welcome,$7.47,false,3/1/2022,Seldom
406,Petra,Castiblanco,frequency purchase,$2.88,true,07/28/2022,frequency purchase,$7.80,true,10/9/2022,Monthly
407,Jessie,Hars,welcome,$9.15,true,11/07/2022,welcome,$0.84,false,9/30/2022,Never
408,Laney,Ewen,product launch,$0.96,true,03/10/2022,product launch,$4.58,false,1/12/2022,Daily
409,Sydel,Blight,abandoned cart,$8.33,true,02/10/2022,frequency purchase,$3.69,false,9/17/2022,Yearly
410,Tobe,Creaser,we missed you,$1.15,false,11/14/2022,we missed you,$4.01,false,4/7/2022,Never
411,Thibaut,Rime,cross product,$4.45,true,02/01/2022,cross product,$6.64,true,5/17/2022,Once
412,Ethelin,Ripon,abandoned cart,$0.55,true,06/29/2022,abandoned cart,$0.28,true,7/8/2022,Often
413,Palmer,Virr,product launch,$7.72,false,06/11/2022,abandoned cart,$8.74,false,1/29/2022,Once
414,Travis,Hugin,cross product,$5.17,true,01/29/2022,welcome,$9.68,true,9/7/2022,Daily
415,Corly,Lanphere,welcome,$0.42,true,05/07/2022,frequency purchase,$6.16,true,2/26/2022,Never
416,Roxie,Keymer,welcome,$9.30,true,07/23/2022,cross product,$3.23,false,8/18/2022,Daily
417,Orella,Rampling,we missed you,$2.40,false,05/14/2022,frequency purchase,$7.87,false,1/13/2022,Never
418,Anet,Kowalik,product launch,$4.99,false,09/11/2022,welcome,$3.48,true,5/24/2022,Seldom
419,Alister,Dunkerk,product launch,$7.20,true,05/18/2022,welcome,$3.95,true,4/30/2022,Weekly
420,Nilson,Jesper,we missed you,$9.90,false,03/25/2022,frequency purchase,$9.82,false,4/7/2022,Yearly
421,Antin,Summergill,we missed you,$0.05,true,07/03/2022,cross product,$8.07,false,10/2/2022,Often
422,Trudy,Bartolijn,product launch,$6.19,true,03/22/2022,abandoned cart,$0.08,false,1/1/2022,Daily
423,Corey,Otson,welcome,$4.66,false,05/30/2022,cross product,$7.46,false,6/28/2022,Never
424,Nady,Purvess,abandoned cart,$7.82,true,04/25/2022,we missed you,$0.91,false,8/17/2022,Yearly
425,Homer,Haythornthwaite,we missed you,$3.02,false,05/08/2022,welcome,$0.76,true,8/6/2022,Often
426,Juliet,Dyer,abandoned cart,$4.55,false,12/29/2022,frequency purchase,$1.45,false,10/25/2022,Daily
427,Ericha,McGhee,we missed you,$8.82,false,08/07/2022,product launch,$2.69,true,1/16/2022,Often
428,Letta,Stapylton,we missed you,$6.88,true,02/21/2022,abandoned cart,$1.58,false,4/14/2022,Seldom
429,Noak,Coulthard,abandoned cart,$4.01,true,09/28/2022,frequency purchase,$3.17,false,7/2/2022,Seldom
430,Gussie,Dulson,product launch,$7.10,true,04/11/2022,frequency purchase,$0.13,true,7/1/2022,Monthly
431,Anthony,Camies,welcome,$7.52,false,03/23/2022,cross product,$6.17,false,9/7/2022,Daily
432,Randa,Breche,abandoned cart,$6.89,false,08/21/2022,we missed you,$3.74,false,7/4/2022,Yearly
433,Elana,Votier,abandoned cart,$4.65,false,05/19/2022,cross product,$5.65,false,7/26/2022,Monthly
434,Nanci,Staves,we missed you,$1.51,true,01/25/2022,welcome,$0.03,true,6/18/2022,Never
435,Mariejeanne,Robison,frequency purchase,$5.73,true,09/24/2022,product launch,$3.84,false,12/7/2022,Yearly
436,Andrea,Abrahamson,we missed you,$6.72,true,12/10/2022,abandoned cart,$4.89,true,2/21/2022,Monthly
437,Dore,Wrennall,product launch,$3.39,true,06/08/2022,abandoned cart,$0.49,false,7/23/2022,Seldom
438,Lianna,Bance,welcome,$8.78,false,12/20/2022,welcome,$5.26,false,12/12/2022,Never
439,Ruddy,Sillwood,we missed you,$0.84,false,01/28/2022,we missed you,$0.85,false,10/25/2022,Monthly
440,Samantha,Kensington,frequency purchase,$5.92,true,03/06/2022,welcome,$8.99,false,10/14/2022,Never
441,Ogden,Gaymar,cross product,$1.82,true,10/13/2022,abandoned cart,$3.93,false,8/11/2022,Monthly
442,Stan,Pavlik,frequency purchase,$0.77,false,06/06/2022,welcome,$4.81,true,7/28/2022,Once
443,Edee,Stooke,cross product,$9.53,false,09/01/2022,cross product,$4.02,false,7/4/2022,Never
444,Vick,Rudge,welcome,$5.42,true,04/30/2022,frequency purchase,$5.45,true,4/12/2022,Daily
445,Liva,Korous,welcome,$1.60,false,02/05/2022,product launch,$4.97,true,4/28/2022,Weekly
446,Purcell,Whitchurch,product launch,$2.29,false,05/28/2022,we missed you,$5.19,true,9/30/2022,Once
447,Baird,Jaggli,abandoned cart,$2.91,true,06/18/2022,product launch,$1.56,true,2/26/2022,Weekly
448,Annette,Lathy,abandoned cart,$7.90,true,06/13/2022,frequency purchase,$6.11,false,1/20/2022,Yearly
449,Fern,Cordall,welcome,$2.30,true,07/31/2022,welcome,$5.61,true,12/6/2022,Monthly
450,Salomi,Keightley,we missed you,$5.22,true,01/27/2022,abandoned cart,$2.29,true,7/26/2022,Daily
451,Leese,Fain,product launch,$1.20,true,06/30/2022,product launch,$1.13,false,2/12/2022,Yearly
452,Mandel,Clelle,abandoned cart,$7.05,true,08/04/2022,welcome,$5.66,false,3/4/2022,Yearly
453,Zeke,Akam,abandoned cart,$6.40,true,09/01/2022,cross product,$6.44,false,6/15/2022,Often
454,Sergei,Mateu,product launch,$8.41,true,11/17/2022,frequency purchase,$3.23,true,3/6/2022,Often
455,Corrianne,Rasher,abandoned cart,$0.02,true,11/09/2022,welcome,$8.69,true,1/9/2022,Monthly
456,Vinny,Wehnerr,product launch,$0.97,true,02/23/2022,abandoned cart,$7.68,true,2/16/2022,Monthly
457,Ilene,Shorte,cross product,$1.12,false,02/15/2022,product launch,$0.16,false,12/15/2022,Daily
458,Mariam,McCarle,abandoned cart,$5.94,false,01/16/2022,abandoned cart,$9.95,false,4/26/2022,Seldom
459,Jacenta,Casassa,frequency purchase,$3.36,false,07/27/2022,product launch,$2.34,true,1/2/2022,Seldom
460,Valina,Coppeard,abandoned cart,$5.41,true,02/25/2022,welcome,$8.87,true,7/7/2022,Seldom
461,Elayne,Boutellier,we missed you,$4.72,false,09/27/2022,abandoned cart,$2.28,true,3/24/2022,Often
462,Don,Du Fray,product launch,$5.73,false,05/04/2022,abandoned cart,$3.68,false,6/22/2022,Yearly
463,Hermine,Fresson,we missed you,$9.26,true,03/20/2022,abandoned cart,$8.85,true,6/7/2022,Often
464,Bobby,Towse,frequency purchase,$4.50,true,03/15/2022,frequency purchase,$8.40,true,10/6/2022,Monthly
465,Fletcher,Puzey,we missed you,$0.66,true,04/22/2022,abandoned cart,$2.77,false,12/22/2022,Never
466,Dalila,Ceeley,we missed you,$8.12,false,03/23/2022,abandoned cart,$7.87,true,10/28/2022,Weekly
467,Horatius,Leahair,cross product,$2.19,true,08/14/2022,frequency purchase,$1.63,true,3/23/2022,Never
468,Gertrude,Collete,we missed you,$0.50,false,06/13/2022,welcome,$4.89,false,6/24/2022,Weekly
469,Brianne,Jowitt,abandoned cart,$9.67,true,11/05/2022,we missed you,$5.26,false,2/23/2022,Daily
470,Roxane,Finlay,frequency purchase,$5.36,false,04/09/2022,welcome,$5.06,true,8/16/2022,Often
471,Kittie,McCreadie,frequency purchase,$0.23,true,10/26/2022,abandoned cart,$6.65,true,2/10/2022,Daily
472,Myrlene,Medlin,product launch,$0.11,true,11/06/2022,product launch,$6.02,true,12/14/2022,Monthly
473,Laina,Feitosa,frequency purchase,$3.01,false,10/28/2022,frequency purchase,$7.88,true,11/5/2022,Once
474,Ines,Swyer,abandoned cart,$6.13,false,04/18/2022,product launch,$5.98,true,6/24/2022,Yearly
475,Irv,Campbell,product launch,$6.23,true,11/14/2022,cross product,$0.33,false,6/15/2022,Seldom
476,Orton,Draisey,we missed you,$4.95,false,03/23/2022,welcome,$0.61,false,2/12/2022,Monthly
477,Reinaldo,Emloch,we missed you,$9.69,false,09/03/2022,abandoned cart,$6.43,true,1/10/2022,Never
478,Chelsae,O' Liddy,cross product,$5.66,false,08/15/2022,frequency purchase,$2.08,true,10/25/2022,Monthly
479,Sileas,Mathely,frequency purchase,$4.96,false,04/01/2022,product launch,$4.59,true,8/24/2022,Never
480,Kev,Croy,welcome,$6.11,true,03/06/2022,abandoned cart,$9.37,false,11/7/2022,Monthly
481,Cynthy,Rozanski,abandoned cart,$4.66,false,06/27/2022,cross product,$2.51,true,11/20/2022,Weekly
482,Louella,Evemy,frequency purchase,$4.21,true,10/31/2022,abandoned cart,$6.85,true,1/5/2022,Yearly
483,Maryanne,Gaukroger,product launch,$7.78,false,01/07/2022,we missed you,$7.88,true,5/6/2022,Weekly
484,Darby,Meiklem,frequency purchase,$6.66,false,07/04/2022,product launch,$4.45,false,11/7/2022,Often
485,Bradly,True,we missed you,$9.48,false,04/13/2022,abandoned cart,$3.61,true,7/22/2022,Weekly
486,Wilmar,Rawlence,product launch,$4.62,false,11/20/2022,product launch,$8.06,true,3/25/2022,Seldom
487,Rod,Kirkhouse,frequency purchase,$6.16,true,03/06/2022,we missed you,$1.19,true,4/3/2022,Daily
488,Edi,Ingerfield,cross product,$1.86,false,08/23/2022,welcome,$6.63,true,7/1/2022,Seldom
489,Neal,Hardin,abandoned cart,$6.02,true,08/06/2022,frequency purchase,$1.36,false,9/19/2022,Once
490,Jacquette,Puddle,we missed you,$5.05,true,02/05/2022,welcome,$7.43,true,9/7/2022,Never
491,Trix,Valente,frequency purchase,$9.12,true,09/24/2022,product launch,$9.96,false,9/7/2022,Never
492,Brittne,Pinke,abandoned cart,$7.19,true,05/28/2022,we missed you,$0.92,true,6/18/2022,Never
493,Parry,Naseby,frequency purchase,$0.30,true,04/30/2022,frequency purchase,$0.60,false,11/4/2022,Seldom
494,Barth,Trythall,product launch,$0.92,true,04/28/2022,cross product,$5.23,true,11/6/2022,Monthly
495,Callie,Roche,cross product,$0.94,true,02/08/2022,we missed you,$2.53,true,6/15/2022,Often
496,Imojean,Haitlie,product launch,$0.49,true,10/02/2022,we missed you,$7.44,false,2/18/2022,Never
497,Krisha,Jencey,abandoned cart,$9.99,false,03/10/2022,welcome,$4.92,true,1/10/2022,Once
498,Sampson,Llewelyn,cross product,$0.52,false,11/12/2022,frequency purchase,$2.91,true,9/1/2022,Often
499,Dickie,Houlton,we missed you,$1.00,true,03/06/2022,product launch,$8.77,true,5/13/2022,Often
500,Colin,Parkman,we missed you,$9.70,true,06/05/2022,welcome,$4.44,false,4/22/2022,Yearly
501,Shurwood,O'Fihily,frequency purchase,$6.59,false,06/22/2022,abandoned cart,$1.95,true,11/29/2022,Weekly
502,Rudd,Le Port,product launch,$8.31,true,02/05/2022,abandoned cart,$4.97,true,3/25/2022,Monthly
503,Aline,Christescu,cross product,$9.13,false,06/21/2022,cross product,$5.10,true,11/28/2022,Yearly
504,Barnett,Elvey,frequency purchase,$9.18,true,05/29/2022,abandoned cart,$8.56,false,6/26/2022,Never
505,Dahlia,Kitney,welcome,$5.85,false,02/21/2022,product launch,$7.43,false,2/4/2022,Never
506,Erena,Klich,frequency purchase,$1.89,true,05/31/2022,cross product,$6.00,false,9/13/2022,Once
507,Vick,Casetta,cross product,$9.34,false,02/25/2022,frequency purchase,$7.15,false,1/12/2022,Daily
