customer_id,first_name,last_name,tiktok_campaign,tiktok_cpa,tiktok_conversion,tiktok_dates,email_campaign,email_cpa,email_conversion,email_dates
236,Mel,Halt,frequency purchase,$0.50 ,FALSE,9/28/22,welcome,$8.16 ,TRUE,1/30/22
237,Rafe,Hauxley,cross product,$7.59 ,FALSE,11/8/22,frequency purchase,$1.70 ,FALSE,3/7/22
238,Abdul,Human,frequency purchase,$5.42 ,FALSE,12/19/22,frequency purchase,$6.21 ,TRUE,2/8/22
239,Jarret,McShee,frequency purchase,$5.27 ,TRUE,7/23/22,frequency purchase,$5.43 ,TRUE,1/27/22
240,Leeanne,Float,welcome,$1.06 ,FALSE,9/30/22,welcome,$8.14 ,FALSE,7/5/22
241,Sarene,Gutowski,cross product,$6.70 ,TRUE,9/8/22,welcome,$6.97 ,TRUE,4/19/22
242,Wolfy,Tonna,welcome,$4.41 ,FALSE,4/6/22,welcome,$4.54 ,FALSE,4/25/22
243,Ennis,McCluskey,frequency purchase,$5.58 ,FALSE,12/17/22,cross product,$9.12 ,FALSE,1/16/22
244,Moise,Condit,product launch,$6.32 ,FALSE,7/11/22,welcome,$9.90 ,FALSE,5/12/22
245,Elsinore,Minchella,frequency purchase,$3.93 ,TRUE,7/8/22,frequency purchase,$6.31 ,TRUE,9/12/22
246,Iolanthe,Reuss,abandoned cart,$9.71 ,FALSE,8/4/22,abandoned cart,$5.57 ,FALSE,2/14/22
247,Koo,Rushbury,cross product,$2.26 ,FALSE,11/17/22,frequency purchase,$1.51 ,FALSE,5/27/22
248,Alexa,Beazleigh,frequency purchase,$8.15 ,FALSE,4/9/22,abandoned cart,$0.61 ,FALSE,3/13/22
249,Yank,Marrable,cross product,$1.23 ,FALSE,9/19/22,welcome,$0.34 ,TRUE,8/7/22
250,Reinold,Madgwick,frequency purchase,$6.95 ,FALSE,6/28/22,product launch,$6.05 ,FALSE,8/20/22
251,Imogen,Hornig,we missed you,$8.81 ,TRUE,4/13/22,frequency purchase,$0.90 ,TRUE,5/16/22
252,Felicio,Coursor,abandoned cart,$8.15 ,TRUE,5/31/22,frequency purchase,$1.99 ,TRUE,2/1/22
253,Deck,Millhouse,frequency purchase,$9.41 ,TRUE,12/6/22,abandoned cart,$6.60 ,TRUE,6/14/22
254,Viole,Imm,cross product,$1.61 ,FALSE,5/13/22,cross product,$5.92 ,FALSE,1/16/22
255,Tuckie,Berthe,product launch,$0.38 ,FALSE,1/30/22,frequency purchase,$10.00 ,TRUE,6/23/22
256,Danice,Binton,cross product,$5.17 ,FALSE,6/4/22,frequency purchase,$4.17 ,TRUE,2/25/22
257,Ameline,Tease,cross product,$5.56 ,TRUE,12/2/22,we missed you,$7.32 ,TRUE,10/1/22
258,Devy,Shinefield,cross product,$5.06 ,TRUE,8/3/22,abandoned cart,$0.34 ,TRUE,10/11/22
259,Marilyn,Haith,welcome,$1.26 ,TRUE,11/16/22,we missed you,$5.08 ,FALSE,6/29/22
260,Rosabelle,Loughead,frequency purchase,$5.16 ,TRUE,7/7/22,we missed you,$7.65 ,TRUE,12/14/22
261,Davide,Pretorius,welcome,$2.21 ,FALSE,10/19/22,welcome,$1.10 ,FALSE,8/5/22
262,Isac,Stearley,frequency purchase,$1.30 ,TRUE,6/3/22,welcome,$3.85 ,FALSE,10/17/22
263,Maggie,McVey,we missed you,$0.20 ,FALSE,4/29/22,frequency purchase,$1.33 ,FALSE,10/5/22
264,Joane,Abbis,cross product,$7.49 ,FALSE,9/2/22,frequency purchase,$0.14 ,FALSE,4/9/22
265,Kylila,Skeffington,abandoned cart,$3.60 ,TRUE,3/3/22,frequency purchase,$5.85 ,FALSE,4/16/22
266,Burnaby,Iamittii,frequency purchase,$2.54 ,FALSE,11/14/22,frequency purchase,$8.15 ,TRUE,7/19/22
267,Lise,Pinhorn,cross product,$7.85 ,FALSE,12/10/22,product launch,$5.07 ,TRUE,8/21/22
268,Coralie,Nehls,cross product,$8.89 ,FALSE,5/12/22,welcome,$4.50 ,FALSE,3/20/22
269,Robenia,Tidbald,we missed you,$0.60 ,TRUE,2/17/22,frequency purchase,$0.79 ,TRUE,11/10/22
270,Coralyn,Motto,welcome,$7.25 ,TRUE,11/14/22,welcome,$5.97 ,TRUE,1/4/22
271,Moina,Davids,we missed you,$8.47 ,TRUE,7/17/22,frequency purchase,$0.51 ,TRUE,3/11/22
272,Phillipe,Shelper,cross product,$4.31 ,TRUE,5/9/22,welcome,$4.44 ,TRUE,7/18/22
273,Bentlee,Trazzi,cross product,$1.50 ,TRUE,10/2/22,frequency purchase,$6.66 ,FALSE,1/21/22
274,Doralynne,Boydle,frequency purchase,$5.17 ,FALSE,2/27/22,welcome,$0.86 ,FALSE,1/3/22
275,Madel,Luther,frequency purchase,$3.61 ,TRUE,9/20/22,abandoned cart,$1.94 ,FALSE,9/22/22
276,Inger,Geratasch,product launch,$3.23 ,TRUE,1/14/22,frequency purchase,$4.09 ,FALSE,12/11/22
277,Jacinta,Toft,frequency purchase,$6.35 ,TRUE,4/18/22,welcome,$7.03 ,FALSE,10/22/22
278,Yance,Frammingham,frequency purchase,$8.88 ,TRUE,9/20/22,cross product,$1.10 ,FALSE,1/30/22
279,Giffard,O'Kelly,frequency purchase,$9.38 ,FALSE,4/11/22,frequency purchase,$2.70 ,FALSE,3/2/22
280,Marcello,Thunderchief,cross product,$5.02 ,FALSE,12/15/22,frequency purchase,$3.93 ,TRUE,12/9/22
281,Lowrance,Stiegers,frequency purchase,$3.14 ,FALSE,8/24/22,welcome,$8.05 ,FALSE,2/17/22
282,Ondrea,German,frequency purchase,$0.77 ,TRUE,1/29/22,welcome,$0.38 ,FALSE,8/25/22
283,Ernaline,Cawthery,frequency purchase,$3.38 ,FALSE,6/7/22,abandoned cart,$5.49 ,TRUE,5/5/22
284,Kristien,Gruszczak,cross product,$3.32 ,FALSE,7/11/22,product launch,$2.94 ,TRUE,9/20/22
285,Joella,Gilfoy,frequency purchase,$7.27 ,TRUE,11/9/22,we missed you,$5.11 ,TRUE,8/28/22
286,Kristy,Cayette,frequency purchase,$3.08 ,FALSE,6/24/22,cross product,$0.30 ,TRUE,3/1/22
287,Patrice,Rice,cross product,$7.33 ,TRUE,2/8/22,product launch,$8.02 ,TRUE,10/1/22
288,Chick,Cotterell,frequency purchase,$6.89 ,TRUE,3/29/22,frequency purchase,$9.67 ,TRUE,10/3/22
289,Marcie,Muckian,welcome,$0.24 ,FALSE,9/9/22,cross product,$1.42 ,TRUE,8/5/22
290,Quint,Eller,product launch,$7.71 ,TRUE,2/18/22,frequency purchase,$0.46 ,TRUE,11/15/22
291,Rafaello,Franzonello,frequency purchase,$5.50 ,FALSE,5/18/22,abandoned cart,$1.15 ,TRUE,11/17/22
292,Joanie,Bondy,frequency purchase,$6.38 ,TRUE,12/8/22,product launch,$9.84 ,FALSE,10/28/22
293,Padraic,Romke,frequency purchase,$1.89 ,FALSE,5/20/22,welcome,$6.33 ,TRUE,11/14/22
294,Barnabas,Atack,welcome,$9.10 ,FALSE,5/25/22,welcome,$8.91 ,FALSE,9/20/22
295,Jami,Naisby,we missed you,$6.98 ,FALSE,6/21/22,cross product,$7.87 ,FALSE,10/28/22
296,Brit,Wealleans,cross product,$3.99 ,FALSE,5/15/22,welcome,$7.92 ,FALSE,2/16/22
297,Goraud,Lauthian,cross product,$0.38 ,FALSE,4/3/22,welcome,$4.18 ,TRUE,9/25/22
298,Mozelle,Giraudat,cross product,$1.55 ,FALSE,10/22/22,abandoned cart,$9.24 ,FALSE,8/27/22
299,Hadria,Breed,frequency purchase,$7.50 ,FALSE,1/28/22,frequency purchase,$4.90 ,TRUE,4/9/22
300,Antoni,Tathacott,welcome,$0.52 ,FALSE,7/24/22,cross product,$2.52 ,TRUE,9/19/22
301,Ruthanne,Snowman,welcome,$7.23 ,FALSE,1/11/22,cross product,$1.40 ,FALSE,6/2/22
302,Dusty,Trinkwon,cross product,$2.79 ,FALSE,9/28/22,cross product,$0.90 ,TRUE,5/29/22
303,Augie,Drohane,frequency purchase,$2.74 ,FALSE,3/16/22,welcome,$5.55 ,FALSE,7/23/22
304,Pearce,Palke,frequency purchase,$3.88 ,FALSE,1/14/22,welcome,$0.47 ,TRUE,9/11/22
305,Heloise,Pannaman,cross product,$2.87 ,FALSE,5/15/22,frequency purchase,$9.23 ,TRUE,8/30/22
306,Craig,Iseton,frequency purchase,$7.31 ,FALSE,6/20/22,cross product,$4.15 ,TRUE,7/7/22
307,Anastasia,Duffil,product launch,$6.45 ,FALSE,5/17/22,frequency purchase,$2.13 ,FALSE,1/5/22
308,Pen,Jeannard,cross product,$6.42 ,FALSE,8/11/22,abandoned cart,$2.98 ,TRUE,7/7/22
309,Margareta,Heales,cross product,$6.27 ,FALSE,6/6/22,cross product,$0.92 ,TRUE,4/26/22
310,Ddene,Butters,welcome,$4.24 ,TRUE,6/7/22,welcome,$6.15 ,TRUE,11/18/22
311,Sisile,Varnals,frequency purchase,$5.77 ,TRUE,5/11/22,welcome,$2.31 ,TRUE,3/28/22
312,Sandra,Herculson,welcome,$0.16 ,FALSE,8/3/22,cross product,$6.86 ,FALSE,7/9/22
313,Jerrome,Rankcom,welcome,$5.47 ,FALSE,1/28/22,welcome,$4.08 ,TRUE,3/1/22
314,Tirrell,Lannen,cross product,$8.16 ,FALSE,6/8/22,frequency purchase,$5.49 ,TRUE,4/18/22
315,Carolyne,Quarrie,cross product,$6.23 ,TRUE,2/25/22,welcome,$7.60 ,TRUE,1/19/22
316,Pavlov,Jellico,product launch,$9.61 ,FALSE,11/22/22,frequency purchase,$7.70 ,FALSE,11/26/22
317,Whitney,Pitson,abandoned cart,$9.93 ,TRUE,11/28/22,frequency purchase,$8.57 ,TRUE,1/26/22
318,Marci,Berthel,abandoned cart,$6.98 ,TRUE,3/8/22,welcome,$9.80 ,TRUE,1/10/22
319,Carleen,Grason,cross product,$5.22 ,TRUE,10/6/22,welcome,$9.83 ,TRUE,1/14/22
320,Rosina,Tompkins,welcome,$0.28 ,FALSE,9/19/22,product launch,$7.91 ,FALSE,4/12/22
321,Lishe,Ives,frequency purchase,$2.22 ,FALSE,8/28/22,abandoned cart,$4.34 ,TRUE,3/5/22
322,Roderigo,Errington,frequency purchase,$4.69 ,FALSE,7/4/22,welcome,$9.67 ,FALSE,5/17/22
323,Dulcia,Demkowicz,welcome,$3.04 ,TRUE,8/25/22,welcome,$1.78 ,TRUE,4/15/22
324,Therese,Mullaney,frequency purchase,$9.02 ,TRUE,9/23/22,abandoned cart,$1.25 ,FALSE,3/4/22
325,Jennette,Fulks,frequency purchase,$9.87 ,TRUE,10/25/22,abandoned cart,$6.32 ,TRUE,6/20/22
326,Rafaelia,Shortin,abandoned cart,$4.76 ,FALSE,7/30/22,welcome,$6.19 ,FALSE,10/28/22
327,Brynna,Binner,we missed you,$5.35 ,FALSE,10/16/22,welcome,$6.32 ,TRUE,2/4/22
328,Itch,Shoemark,product launch,$6.01 ,TRUE,5/30/22,welcome,$0.56 ,FALSE,12/13/22
329,Pietra,Bateup,frequency purchase,$0.35 ,TRUE,11/15/22,welcome,$7.10 ,FALSE,12/9/22
330,Francesca,Yurevich,cross product,$4.88 ,FALSE,4/19/22,frequency purchase,$1.79 ,FALSE,4/27/22
331,Brandyn,Caen,frequency purchase,$8.41 ,TRUE,10/1/22,frequency purchase,$2.67 ,FALSE,4/19/22
332,Derick,Scrange,cross product,$3.53 ,TRUE,12/14/22,abandoned cart,$1.21 ,FALSE,10/6/22
333,Lilly,Hoxey,cross product,$6.84 ,TRUE,9/28/22,abandoned cart,$0.30 ,FALSE,9/28/22
334,Guthrey,Sommerland,cross product,$6.09 ,FALSE,1/25/22,cross product,$7.39 ,FALSE,7/31/22
335,Anatola,Wheaton,abandoned cart,$8.45 ,FALSE,9/4/22,frequency purchase,$1.84 ,FALSE,5/6/22
336,Lulu,Laurentin,frequency purchase,$7.35 ,FALSE,2/23/22,abandoned cart,$9.68 ,TRUE,1/6/22
337,Jenda,Merricks,cross product,$2.68 ,TRUE,11/21/22,welcome,$5.69 ,TRUE,1/31/22
338,Mahalia,Leveritt,cross product,$4.39 ,FALSE,12/2/22,cross product,$3.37 ,FALSE,3/25/22
339,Georgette,Maffucci,welcome,$0.08 ,FALSE,11/2/22,cross product,$9.75 ,TRUE,10/6/22
340,Lurette,Seid,product launch,$6.84 ,TRUE,1/16/22,welcome,$1.84 ,TRUE,7/3/22
341,Merv,Hallowes,frequency purchase,$8.99 ,FALSE,11/9/22,product launch,$1.62 ,FALSE,5/26/22
342,Cecilius,Ghilardini,welcome,$9.35 ,FALSE,9/26/22,abandoned cart,$7.98 ,FALSE,4/22/22
343,Simone,Fearenside,abandoned cart,$6.91 ,TRUE,12/8/22,frequency purchase,$9.55 ,FALSE,9/30/22
344,Barry,Berthomier,cross product,$5.63 ,FALSE,12/5/22,cross product,$5.58 ,TRUE,10/16/22
345,Rustin,Vogl,frequency purchase,$3.63 ,FALSE,12/1/22,abandoned cart,$0.24 ,FALSE,10/15/22
346,Boigie,Cashman,welcome,$7.77 ,FALSE,1/20/22,welcome,$6.07 ,FALSE,3/24/22
347,Valida,Francom,frequency purchase,$6.11 ,FALSE,12/30/22,frequency purchase,$8.44 ,FALSE,9/29/22
348,Sydney,Geale,we missed you,$7.86 ,FALSE,9/10/22,frequency purchase,$2.30 ,FALSE,8/6/22
349,Monti,Murrigans,frequency purchase,$8.53 ,FALSE,7/2/22,cross product,$8.83 ,TRUE,3/31/22
350,Marcello,Roddie,frequency purchase,$4.64 ,TRUE,8/3/22,welcome,$8.00 ,TRUE,9/20/22
351,Carlynne,Cremer,frequency purchase,$9.30 ,TRUE,1/14/22,frequency purchase,$5.59 ,FALSE,9/29/22
352,Arny,Robey,we missed you,$1.66 ,FALSE,8/7/22,abandoned cart,$3.11 ,FALSE,11/11/22
353,Caldwell,Aulsford,cross product,$8.61 ,TRUE,12/6/22,welcome,$6.86 ,TRUE,8/22/22
354,Hamnet,Montes,welcome,$6.57 ,FALSE,4/9/22,welcome,$6.94 ,FALSE,6/21/22
355,Rupert,Gian,product launch,$5.89 ,FALSE,6/9/22,cross product,$7.24 ,TRUE,8/12/22
356,Ameline,Earnshaw,cross product,$4.92 ,TRUE,7/4/22,welcome,$7.46 ,TRUE,3/8/22
357,Kaila,Partner,frequency purchase,$2.72 ,FALSE,3/17/22,abandoned cart,$5.48 ,FALSE,11/2/22
358,Guillema,Pickover,we missed you,$6.69 ,TRUE,6/17/22,frequency purchase,$0.35 ,FALSE,1/20/22
359,Francis,Walters,frequency purchase,$8.70 ,TRUE,11/18/22,abandoned cart,$4.63 ,TRUE,5/30/22
360,Stanislaus,Esche,frequency purchase,$2.03 ,FALSE,10/6/22,abandoned cart,$9.65 ,TRUE,8/8/22
361,Ami,Jocelyn,frequency purchase,$5.37 ,TRUE,12/15/22,abandoned cart,$3.62 ,TRUE,5/8/22
362,Derick,Cornwall,frequency purchase,$5.19 ,FALSE,8/3/22,welcome,$1.47 ,TRUE,11/9/22
363,Windham,Gorges,frequency purchase,$4.80 ,TRUE,5/19/22,welcome,$1.09 ,TRUE,7/19/22
364,Codie,Waleran,cross product,$1.95 ,TRUE,12/25/22,frequency purchase,$0.87 ,FALSE,9/18/22
365,Perle,Filip,product launch,$3.98 ,TRUE,11/29/22,frequency purchase,$1.46 ,TRUE,6/28/22
366,Burgess,Carlone,frequency purchase,$5.35 ,TRUE,6/10/22,welcome,$6.04 ,TRUE,10/15/22
367,Anabal,Leggen,cross product,$2.32 ,FALSE,9/17/22,abandoned cart,$2.36 ,TRUE,2/17/22
368,Deonne,Pollak,welcome,$1.70 ,TRUE,9/1/22,welcome,$9.47 ,FALSE,7/24/22
369,Cecilio,Rivalland,welcome,$4.91 ,FALSE,6/5/22,frequency purchase,$6.58 ,TRUE,11/20/22
370,Jackqueline,Ibbeson,frequency purchase,$6.92 ,FALSE,7/28/22,welcome,$7.89 ,FALSE,1/6/22
371,Silvano,Gossop,frequency purchase,$1.90 ,TRUE,5/2/22,welcome,$4.02 ,FALSE,2/21/22
372,Rudolph,Eggins,frequency purchase,$3.01 ,FALSE,3/10/22,product launch,$1.35 ,FALSE,6/24/22
373,Joscelin,McKinie,cross product,$5.45 ,TRUE,2/18/22,abandoned cart,$9.43 ,FALSE,3/7/22
374,Dennis,Pellington,welcome,$9.71 ,FALSE,12/7/22,we missed you,$4.29 ,TRUE,12/24/22
375,Keene,Station,abandoned cart,$8.52 ,TRUE,8/20/22,welcome,$6.90 ,TRUE,5/1/22
376,Madelaine,Lehrle,frequency purchase,$3.32 ,FALSE,8/1/22,welcome,$0.75 ,TRUE,9/17/22
377,Emlyn,Atwool,frequency purchase,$6.27 ,TRUE,3/25/22,cross product,$9.16 ,TRUE,2/28/22
378,Demetris,Ivic,cross product,$7.96 ,FALSE,12/23/22,abandoned cart,$4.75 ,FALSE,9/11/22
379,Juliet,Wilkennson,cross product,$6.67 ,TRUE,10/18/22,welcome,$9.99 ,FALSE,7/29/22
380,Shelley,Huyche,cross product,$0.11 ,TRUE,10/2/22,welcome,$4.90 ,TRUE,10/20/22
381,Tad,Feaveryear,product launch,$5.70 ,TRUE,5/29/22,we missed you,$2.13 ,FALSE,5/19/22
382,Verine,Tow,abandoned cart,$3.51 ,TRUE,3/31/22,welcome,$4.65 ,TRUE,8/4/22
383,Enriqueta,Shapter,cross product,$0.88 ,FALSE,8/4/22,welcome,$6.21 ,FALSE,12/16/22
384,Ardelia,Steade,abandoned cart,$7.29 ,FALSE,2/14/22,cross product,$5.48 ,TRUE,4/13/22
385,Jermayne,Yerrall,cross product,$5.85 ,FALSE,6/15/22,we missed you,$5.81 ,FALSE,12/29/22
386,Robinson,Tewkesberrie,product launch,$8.45 ,FALSE,11/23/22,product launch,$0.59 ,FALSE,5/30/22
387,Cyndy,Fulstow,cross product,$2.94 ,TRUE,5/10/22,product launch,$3.95 ,TRUE,2/25/22
388,Neilla,Vernon,product launch,$2.90 ,TRUE,3/17/22,abandoned cart,$1.71 ,FALSE,5/31/22
389,Russell,Campanelle,cross product,$0.74 ,FALSE,3/21/22,abandoned cart,$4.50 ,TRUE,1/19/22
390,Leonid,Abbatt,we missed you,$0.14 ,FALSE,9/24/22,welcome,$4.39 ,TRUE,8/15/22
391,Lem,Heather,frequency purchase,$0.23 ,TRUE,4/17/22,frequency purchase,$4.98 ,TRUE,10/9/22
392,Alyss,Karslake,frequency purchase,$2.12 ,TRUE,1/10/22,abandoned cart,$4.76 ,FALSE,3/13/22
393,Timmi,Werendell,welcome,$2.55 ,TRUE,9/17/22,abandoned cart,$2.46 ,TRUE,9/30/22
394,Gabbie,Temporal,welcome,$6.81 ,FALSE,7/9/22,welcome,$7.29 ,FALSE,1/16/22
395,Hillary,Arnaut,cross product,$4.20 ,FALSE,4/11/22,abandoned cart,$7.73 ,TRUE,10/29/22
396,Fanni,Loyd,welcome,$1.37 ,TRUE,2/18/22,abandoned cart,$2.89 ,TRUE,8/24/22
397,Terrel,Chifney,frequency purchase,$9.20 ,TRUE,10/1/22,abandoned cart,$8.38 ,FALSE,12/10/22
398,Rheba,Stockwell,cross product,$6.71 ,TRUE,5/15/22,welcome,$4.41 ,FALSE,11/26/22
399,Ketti,Danslow,frequency purchase,$2.43 ,TRUE,5/26/22,abandoned cart,$5.98 ,FALSE,4/28/22
400,Amble,Cockerell,frequency purchase,$8.69 ,TRUE,4/9/22,abandoned cart,$8.12 ,FALSE,3/27/22
401,Loise,Bosson,welcome,$9.18 ,FALSE,2/20/22,frequency purchase,$8.19 ,FALSE,10/5/22
402,Lorelei,Frushard,welcome,$5.16 ,FALSE,1/2/22,abandoned cart,$5.84 ,TRUE,4/30/22
403,Esdras,MacCaughey,frequency purchase,$6.16 ,FALSE,8/14/22,welcome,$1.08 ,FALSE,1/16/22
404,Nicko,Burless,product launch,$2.79 ,TRUE,4/22/22,abandoned cart,$6.92 ,TRUE,3/22/22
405,Colet,Gegay,cross product,$3.93 ,TRUE,7/16/22,welcome,$7.30 ,TRUE,8/16/22
406,Myrna,Charle,we missed you,$3.74 ,FALSE,6/18/22,product launch,$9.08 ,TRUE,5/2/22
407,Goraud,Osselton,product launch,$4.04 ,TRUE,4/11/22,welcome,$5.15 ,FALSE,11/24/22
408,Alfie,Hans,cross product,$3.04 ,TRUE,9/10/22,product launch,$7.59 ,FALSE,9/27/22
409,Marjie,Aldiss,welcome,$3.24 ,TRUE,6/27/22,abandoned cart,$9.99 ,TRUE,9/29/22
410,Brannon,MacCarter,cross product,$7.93 ,TRUE,1/4/22,welcome,$0.33 ,TRUE,11/18/22
411,Ileane,Nickoles,cross product,$1.81 ,FALSE,9/20/22,abandoned cart,$6.93 ,TRUE,9/15/22
412,Conrado,Emslie,we missed you,$2.94 ,TRUE,9/29/22,welcome,$4.03 ,FALSE,10/9/22
413,Blisse,Dwelley,frequency purchase,$6.85 ,TRUE,11/6/22,frequency purchase,$3.72 ,TRUE,1/15/22
414,Liliane,Mallabone,abandoned cart,$7.17 ,FALSE,5/16/22,frequency purchase,$2.21 ,TRUE,8/12/22
415,Seka,Abrahim,welcome,$8.79 ,TRUE,8/27/22,welcome,$6.14 ,FALSE,7/15/22
416,Shayne,Cuell,cross product,$6.45 ,TRUE,3/21/22,cross product,$9.84 ,TRUE,7/27/22
417,Klarika,Ledford,frequency purchase,$6.59 ,FALSE,1/16/22,welcome,$4.71 ,FALSE,5/24/22
418,Lorrie,Naper,product launch,$8.69 ,TRUE,3/9/22,we missed you,$9.78 ,FALSE,2/19/22
419,Willetta,Peatman,frequency purchase,$4.88 ,TRUE,9/25/22,welcome,$6.06 ,FALSE,5/12/22
420,Honoria,Scheu,we missed you,$2.97 ,FALSE,2/3/22,welcome,$1.57 ,TRUE,2/26/22
421,Gerianne,Meran,cross product,$5.69 ,FALSE,9/16/22,we missed you,$5.07 ,TRUE,6/21/22
422,Jermain,Hatter,welcome,$6.82 ,TRUE,6/17/22,welcome,$1.82 ,FALSE,5/20/22
423,Imojean,Lainge,welcome,$6.11 ,TRUE,4/24/22,frequency purchase,$0.16 ,FALSE,8/10/22
424,Brigg,Jados,frequency purchase,$3.41 ,TRUE,9/13/22,welcome,$0.74 ,FALSE,3/5/22
425,Von,Ivatts,welcome,$4.35 ,FALSE,9/14/22,welcome,$7.62 ,FALSE,4/29/22
426,Rafael,Chander,cross product,$1.74 ,FALSE,3/19/22,frequency purchase,$4.76 ,FALSE,5/30/22
427,Petronia,Baxstare,cross product,$8.44 ,FALSE,5/21/22,product launch,$0.03 ,FALSE,9/10/22
428,Daniella,Leggitt,welcome,$7.79 ,TRUE,10/19/22,we missed you,$7.72 ,TRUE,7/18/22
429,Rouvin,Chorlton,welcome,$2.99 ,TRUE,7/4/22,abandoned cart,$8.50 ,FALSE,5/13/22
430,Sarene,Eynaud,frequency purchase,$7.11 ,TRUE,3/31/22,frequency purchase,$2.00 ,TRUE,11/20/22
431,Trace,Tomkys,frequency purchase,$8.79 ,TRUE,6/29/22,cross product,$7.40 ,TRUE,10/24/22
432,Nance,Cosgriff,we missed you,$0.99 ,FALSE,7/26/22,cross product,$0.92 ,TRUE,9/12/22
433,Sheela,Boeck,frequency purchase,$6.02 ,TRUE,8/16/22,abandoned cart,$0.59 ,FALSE,9/21/22
434,Stuart,Hawket,cross product,$0.12 ,FALSE,1/10/22,abandoned cart,$2.86 ,TRUE,7/11/22
435,Merilee,Elcoat,frequency purchase,$1.61 ,TRUE,10/21/22,frequency purchase,$7.58 ,TRUE,7/18/22
436,Rita,Flucker,product launch,$3.51 ,FALSE,2/21/22,frequency purchase,$9.71 ,FALSE,12/6/22
437,Fancie,Rulton,frequency purchase,$1.37 ,FALSE,12/22/22,cross product,$3.30 ,FALSE,11/12/22
438,Augustin,Latch,frequency purchase,$1.11 ,TRUE,8/22/22,welcome,$8.13 ,FALSE,10/18/22
439,Kristian,Leghorn,frequency purchase,$5.10 ,FALSE,6/12/22,abandoned cart,$0.83 ,FALSE,10/29/22
440,Hakim,Kupis,cross product,$8.10 ,FALSE,5/3/22,abandoned cart,$6.86 ,TRUE,10/26/22
441,Raffaello,Norcross,frequency purchase,$1.88 ,TRUE,5/23/22,abandoned cart,$7.04 ,FALSE,8/11/22
442,Kristoforo,Clendinning,frequency purchase,$8.96 ,FALSE,12/1/22,welcome,$3.63 ,FALSE,7/25/22
443,Marin,MacCoughen,cross product,$1.53 ,FALSE,11/8/22,product launch,$0.46 ,TRUE,5/13/22
444,Hyatt,Jamot,frequency purchase,$5.28 ,TRUE,7/18/22,product launch,$1.93 ,FALSE,4/16/22
445,Matelda,Planke,frequency purchase,$7.63 ,FALSE,7/11/22,product launch,$5.67 ,FALSE,10/1/22
446,Nari,Redley,product launch,$0.54 ,FALSE,3/9/22,abandoned cart,$4.92 ,TRUE,7/11/22
447,Karoline,Kettlestring,frequency purchase,$8.58 ,TRUE,12/7/22,frequency purchase,$7.85 ,FALSE,3/6/22
448,Robby,Paye,welcome,$0.77 ,FALSE,10/30/22,we missed you,$1.15 ,TRUE,1/18/22
449,Jerrilyn,Delos,cross product,$1.48 ,FALSE,6/3/22,welcome,$6.24 ,TRUE,5/28/22
450,Chas,Hanfrey,we missed you,$3.00 ,FALSE,5/8/22,welcome,$4.32 ,TRUE,2/22/22
451,Thoma,Whatsize,frequency purchase,$8.89 ,TRUE,5/30/22,abandoned cart,$9.53 ,TRUE,8/2/22
452,Maribel,Dealy,welcome,$4.99 ,FALSE,8/28/22,cross product,$6.08 ,TRUE,9/16/22
453,Clarinda,Fundell,frequency purchase,$3.44 ,TRUE,9/29/22,cross product,$6.28 ,TRUE,12/14/22
454,Cam,Episcopio,cross product,$1.07 ,TRUE,11/17/22,welcome,$1.00 ,TRUE,1/17/22
455,Bendick,di Rocca,cross product,$6.32 ,TRUE,8/25/22,we missed you,$1.48 ,FALSE,8/23/22
456,Ursola,Eble,frequency purchase,$9.64 ,TRUE,2/5/22,we missed you,$7.82 ,FALSE,1/1/22
457,Winifield,Fairlie,product launch,$1.31 ,TRUE,4/26/22,abandoned cart,$7.52 ,TRUE,5/23/22
458,Francisco,Tweddell,product launch,$7.05 ,TRUE,3/3/22,we missed you,$6.10 ,TRUE,9/6/22
459,Lizabeth,Rawstron,frequency purchase,$4.09 ,FALSE,3/22/22,product launch,$8.56 ,FALSE,8/21/22
460,Gris,Caswall,welcome,$5.20 ,FALSE,9/21/22,welcome,$1.15 ,FALSE,4/9/22
461,Hastings,Orris,frequency purchase,$0.14 ,FALSE,11/26/22,cross product,$1.24 ,TRUE,6/28/22
462,Kasper,Wrought,product launch,$1.55 ,FALSE,5/20/22,abandoned cart,$1.76 ,TRUE,6/9/22
463,Rhea,Chillistone,product launch,$5.40 ,FALSE,10/22/22,cross product,$1.37 ,TRUE,6/15/22
464,Juditha,Mellenby,frequency purchase,$5.55 ,FALSE,2/13/22,welcome,$9.27 ,FALSE,1/4/22
465,Harlen,Gerlack,frequency purchase,$7.08 ,FALSE,2/17/22,cross product,$6.13 ,TRUE,8/16/22
466,Samuel,Scrooby,cross product,$0.72 ,FALSE,1/19/22,welcome,$5.06 ,FALSE,4/28/22
467,Glenda,Rachuig,frequency purchase,$8.05 ,TRUE,11/30/22,welcome,$9.72 ,TRUE,1/24/22
468,Deanna,Bockett,cross product,$0.70 ,FALSE,3/10/22,product launch,$4.28 ,FALSE,9/21/22
469,Corry,Lorkin,cross product,$0.50 ,FALSE,10/8/22,welcome,$8.58 ,FALSE,3/22/22
470,Garrik,Reddy,cross product,$5.30 ,TRUE,3/20/22,welcome,$9.10 ,FALSE,9/29/22
471,Rosene,Jeanin,cross product,$8.88 ,FALSE,11/30/22,welcome,$9.67 ,TRUE,11/9/22
